date,SHEC.ci,CFAC.ci,CIEC.ci,SIVC.ci,UNXC.ci,SDSC.ci,BOAB.bj,ONTBF.bf,SLBC.ci,SNTS.sn
2022-03-01,860.0,1105.0,1950.0,960.0,2040.0,2760.0,5400.0,3940.0,144300.0,13950.0
2022-04-01,845.0,1185.0,1900.0,950.0,2010.0,2575.0,5395.0,3880.0,144000.0,13945.0
2022-05-01,865.0,1190.0,1900.0,900.0,2000.0,2565.0,5395.0,3900.0,145000.0,13950.0
2022-06-01,865.0,1250.0,1900.0,875.0,1950.0,2560.0,5300.0,3900.0,,13985.0
2022-07-01,845.0,1240.0,1895.0,880.0,1950.0,2370.0,5300.0,3940.0,150000.0,13950.0
2022-10-01,845.0,1200.0,1895.0,835.0,1905.0,2530.0,5300.0,3965.0,154000.0,13990.0
2022-11-01,835.0,1200.0,1900.0,775.0,1930.0,2480.0,5215.0,3960.0,154000.0,13990.0
2022-12-01,890.0,1200.0,1800.0,830.0,2000.0,2475.0,5300.0,3990.0,,13900.0
2022-01-13,830.0,1200.0,1935.0,880.0,2000.0,2400.0,5300.0,4190.0,,13900.0
2022-01-14,870.0,1230.0,1950.0,830.0,2010.0,2345.0,5205.0,4000.0,154000.0,13970.0
2022-01-17,845.0,1230.0,1990.0,815.0,2000.0,2340.0,5100.0,3980.0,156000.0,13900.0
2022-01-18,830.0,1235.0,1960.0,780.0,2000.0,2300.0,5100.0,4000.0,,13990.0
2022-01-19,830.0,1235.0,2000.0,815.0,1975.0,2345.0,5105.0,4000.0,156000.0,13990.0
2022-01-20,850.0,1235.0,1950.0,875.0,2015.0,2265.0,5300.0,4000.0,157000.0,13940.0
2022-01-21,845.0,1230.0,1900.0,875.0,2020.0,2100.0,5250.0,4000.0,157000.0,13990.0
2022-01-24,835.0,1140.0,1900.0,875.0,2000.0,2100.0,5200.0,4075.0,157995.0,13900.0
2022-01-25,835.0,1120.0,1955.0,875.0,2005.0,2255.0,5200.0,4065.0,157000.0,13950.0
2022-01-26,845.0,1125.0,1955.0,875.0,2015.0,2255.0,5200.0,4095.0,157980.0,13905.0
2022-01-27,860.0,1200.0,1995.0,875.0,2015.0,2350.0,5195.0,3990.0,157980.0,13975.0
2022-01-28,860.0,1250.0,2010.0,925.0,2025.0,2345.0,5150.0,4050.0,157250.0,13900.0
2022-01-31,860.0,1250.0,2160.0,875.0,,2300.0,5150.0,4050.0,165000.0,13975.0
2022-01-02,895.0,1200.0,2060.0,875.0,2025.0,2300.0,,4010.0,165000.0,14000.0
2022-02-02,890.0,1205.0,2070.0,900.0,2005.0,2450.0,,4080.0,165000.0,13980.0
2022-03-02,900.0,1165.0,2100.0,900.0,2050.0,2500.0,,4100.0,167000.0,14045.0
2022-04-02,940.0,1150.0,2090.0,,2075.0,2500.0,,4105.0,165000.0,14100.0
2022-07-02,920.0,1165.0,2095.0,900.0,2055.0,,,4105.0,165000.0,14100.0
2022-08-02,985.0,1200.0,2095.0,835.0,2050.0,2450.0,,4190.0,,14100.0
2022-09-02,950.0,1155.0,2150.0,775.0,2075.0,2575.0,,4185.0,165000.0,14150.0
2022-10-02,950.0,1155.0,2100.0,720.0,2085.0,2550.0,,4185.0,166000.0,14250.0
2022-11-02,950.0,1155.0,2100.0,770.0,2055.0,2560.0,,4185.0,166000.0,14300.0
2022-02-14,935.0,1195.0,2100.0,825.0,2080.0,2550.0,,4250.0,165000.0,14585.0
2022-02-15,945.0,1195.0,2100.0,875.0,2085.0,2550.0,,4245.0,163000.0,14585.0
2022-02-16,945.0,1190.0,2095.0,940.0,2085.0,2550.0,,4170.0,165000.0,14585.0
2022-02-17,945.0,1160.0,2095.0,940.0,2090.0,2550.0,,4210.0,,14600.0
2022-02-18,945.0,1155.0,2100.0,1000.0,2090.0,2560.0,,4210.0,,14675.0
2022-02-21,930.0,1160.0,2100.0,925.0,2090.0,2500.0,,4210.0,160000.0,14650.0
2022-02-22,925.0,1160.0,2095.0,860.0,2085.0,2500.0,,4240.0,167700.0,14650.0
2022-02-23,940.0,1200.0,2090.0,800.0,2085.0,2500.0,,4240.0,,14990.0
2022-02-24,935.0,1200.0,2100.0,740.0,2090.0,2500.0,,4320.0,166995.0,14990.0
2022-02-25,935.0,1215.0,2100.0,695.0,2075.0,2500.0,,4485.0,,16110.0
2022-02-28,930.0,1165.0,2150.0,700.0,2070.0,2500.0,,4785.0,168000.0,16495.0
2022-01-03,915.0,1200.0,2200.0,750.0,2075.0,2450.0,5950.0,4690.0,168000.0,16400.0
2022-02-03,910.0,1200.0,2200.0,805.0,2070.0,2400.0,5950.0,4605.0,,16200.0
2022-03-03,915.0,1200.0,2210.0,860.0,2080.0,2320.0,6090.0,4645.0,167000.0,16210.0
2022-04-03,905.0,1200.0,2200.0,920.0,2080.0,2155.0,6090.0,4690.0,165000.0,16000.0
2022-07-03,930.0,1200.0,2200.0,855.0,2085.0,2315.0,6000.0,4750.0,165000.0,15900.0
2022-08-03,930.0,1180.0,2200.0,850.0,2080.0,2195.0,6050.0,4740.0,158000.0,15200.0
2022-09-03,945.0,1170.0,2200.0,840.0,2080.0,2350.0,6050.0,4740.0,166000.0,15740.0
2022-10-03,930.0,1170.0,2185.0,840.0,2050.0,2450.0,6045.0,4755.0,,15500.0
2022-11-03,945.0,1180.0,2165.0,835.0,2040.0,2435.0,6050.0,4760.0,,15600.0
2022-03-14,945.0,1165.0,2150.0,850.0,2040.0,2350.0,6040.0,4765.0,166000.0,15510.0
2022-03-15,935.0,1165.0,2155.0,790.0,2050.0,2400.0,6005.0,4845.0,158000.0,15520.0
2022-03-16,945.0,1170.0,2160.0,790.0,2035.0,2370.0,6000.0,4835.0,164995.0,15595.0
2022-03-17,935.0,1175.0,2180.0,770.0,2040.0,2365.0,6050.0,4895.0,164900.0,15595.0
2022-03-18,940.0,1160.0,2185.0,805.0,2015.0,2200.0,6095.0,4800.0,158000.0,15500.0
2022-03-21,930.0,1175.0,2185.0,805.0,2030.0,2220.0,6100.0,4805.0,158000.0,15500.0
2022-03-22,935.0,1195.0,2185.0,800.0,2020.0,2365.0,6135.0,4900.0,164000.0,15590.0
2022-03-23,930.0,1190.0,2190.0,795.0,2020.0,2365.0,6550.0,4865.0,157000.0,15500.0
2022-03-24,935.0,1185.0,2190.0,795.0,2020.0,2370.0,6795.0,4900.0,,15595.0
2022-03-25,935.0,1190.0,2190.0,795.0,2000.0,2400.0,6600.0,4980.0,157000.0,15900.0
2022-03-28,930.0,1195.0,2195.0,850.0,2000.0,2400.0,6650.0,4905.0,157000.0,15505.0
2022-03-29,930.0,1190.0,2325.0,840.0,,2400.0,6700.0,4905.0,157000.0,15600.0
2022-03-30,925.0,1150.0,2350.0,835.0,,2400.0,6735.0,4910.0,164000.0,15895.0
2022-03-31,925.0,1150.0,2495.0,890.0,,2400.0,6615.0,4980.0,164000.0,15800.0
2022-01-04,920.0,1145.0,2495.0,840.0,1990.0,2300.0,6615.0,4950.0,155000.0,15650.0
2022-04-04,900.0,1140.0,2450.0,840.0,1985.0,2200.0,6700.0,4920.0,155000.0,15775.0
2022-05-04,900.0,1120.0,2450.0,835.0,2000.0,2200.0,6630.0,4945.0,155000.0,15750.0
2022-06-04,895.0,1140.0,2495.0,800.0,2000.0,2210.0,6695.0,4945.0,155000.0,15800.0
2022-07-04,900.0,1135.0,2410.0,800.0,2000.0,2250.0,6615.0,4940.0,155000.0,15900.0
2022-08-04,890.0,1135.0,2410.0,840.0,2000.0,2300.0,6610.0,4810.0,,15900.0
2022-11-04,900.0,1140.0,2310.0,830.0,2000.0,2470.0,6620.0,4550.0,161000.0,15800.0
2022-12-04,895.0,1150.0,2350.0,830.0,2000.0,2400.0,6620.0,4600.0,156000.0,15800.0
2022-04-13,900.0,1150.0,2475.0,825.0,1995.0,2380.0,6610.0,4600.0,156000.0,15850.0
2022-04-14,920.0,1070.0,2355.0,825.0,2000.0,2400.0,6600.0,4580.0,156000.0,15900.0
2022-04-15,920.0,1080.0,2355.0,825.0,2000.0,2400.0,6600.0,4600.0,,15900.0
2022-04-19,920.0,1060.0,2355.0,820.0,2000.0,2400.0,6600.0,4595.0,164000.0,15900.0
2022-04-20,910.0,1060.0,2310.0,775.0,1990.0,2380.0,6590.0,4595.0,164000.0,15990.0
2022-04-21,910.0,1060.0,2310.0,770.0,1990.0,2400.0,6580.0,4595.0,,15995.0
2022-04-22,905.0,1060.0,2350.0,810.0,1985.0,2400.0,6580.0,4595.0,155000.0,15995.0
2022-04-25,905.0,1080.0,2465.0,825.0,2000.0,2390.0,6500.0,4595.0,163000.0,15990.0
2022-04-26,900.0,1085.0,2405.0,875.0,1975.0,2400.0,6470.0,4610.0,163000.0,15990.0
2022-04-27,900.0,1145.0,2475.0,840.0,1965.0,2400.0,6475.0,4580.0,159740.0,15915.0
2022-04-28,900.0,1145.0,2475.0,840.0,1965.0,2400.0,6475.0,4580.0,159740.0,15915.0
2022-04-29,900.0,1145.0,2470.0,840.0,,2400.0,6400.0,4450.0,155000.0,15950.0
2022-02-05,900.0,1145.0,2470.0,840.0,2000.0,2400.0,6400.0,4450.0,155000.0,15950.0
2022-03-05,880.0,1145.0,2285.0,830.0,1850.0,2395.0,6400.0,4240.0,155000.0,15945.0
2022-04-05,870.0,1100.0,2115.0,825.0,1715.0,2250.0,6395.0,4230.0,155000.0,15975.0
2022-05-05,850.0,1080.0,2100.0,825.0,1590.0,2100.0,6300.0,4180.0,152000.0,16000.0
2022-06-05,855.0,1080.0,2100.0,885.0,1475.0,2100.0,6400.0,4250.0,150000.0,16000.0
2022-09-05,835.0,1055.0,2095.0,880.0,1500.0,2100.0,6395.0,4235.0,149995.0,16000.0
2022-10-05,790.0,1055.0,2100.0,830.0,1445.0,2050.0,6360.0,4215.0,149995.0,16000.0
2022-11-05,790.0,1050.0,2100.0,830.0,1400.0,2040.0,6450.0,4235.0,145000.0,16000.0
2022-12-05,780.0,1050.0,2100.0,830.0,1400.0,2040.0,6400.0,4235.0,145000.0,15995.0
2022-05-13,790.0,1005.0,2300.0,880.0,1450.0,2030.0,6500.0,4295.0,,16430.0
2022-05-16,830.0,1005.0,2250.0,830.0,1400.0,2030.0,6500.0,4320.0,,15565.0
2022-05-17,815.0,930.0,2160.0,850.0,1380.0,2020.0,6405.0,4300.0,139500.0,15000.0
2022-05-18,825.0,865.0,2250.0,825.0,1400.0,2020.0,6450.0,4300.0,133995.0,14725.0
2022-05-19,860.0,860.0,2100.0,825.0,1395.0,1870.0,6500.0,4300.0,133995.0,14720.0
2022-05-20,860.0,865.0,2160.0,825.0,1400.0,1870.0,6600.0,4300.0,123950.0,14500.0
2022-05-23,860.0,865.0,2095.0,845.0,1400.0,1900.0,6380.0,4425.0,115000.0,14500.0
2022-05-24,815.0,860.0,2245.0,825.0,1395.0,1800.0,6000.0,4415.0,115000.0,14510.0
2022-05-25,815.0,850.0,2295.0,825.0,1395.0,1665.0,5900.0,4410.0,115000.0,14600.0
2022-05-26,815.0,850.0,2295.0,,1395.0,1665.0,5900.0,4410.0,,14600.0
2022-05-27,815.0,800.0,2295.0,825.0,1400.0,1680.0,5700.0,4440.0,115500.0,14600.0
2022-05-30,810.0,850.0,2295.0,870.0,1420.0,1805.0,5800.0,4450.0,124160.0,14650.0
2022-05-31,830.0,850.0,2295.0,825.0,,1940.0,5995.0,4595.0,124160.0,14750.0
2022-01-06,850.0,800.0,2290.0,825.0,1400.0,,5800.0,4460.0,128500.0,14650.0
2022-02-06,850.0,795.0,2300.0,865.0,1400.0,1940.0,5995.0,4450.0,129000.0,14650.0
2022-03-06,810.0,800.0,2295.0,855.0,1500.0,1800.0,5980.0,4500.0,120000.0,14560.0
2022-06-06,810.0,800.0,2295.0,855.0,1500.0,1670.0,5980.0,4500.0,120000.0,14560.0
2022-07-06,850.0,790.0,2300.0,825.0,1500.0,1670.0,5970.0,4500.0,129000.0,14600.0
2022-08-06,850.0,735.0,2295.0,825.0,1405.0,1705.0,6200.0,4550.0,129000.0,14610.0
2022-09-06,860.0,850.0,2300.0,825.0,1405.0,1715.0,6100.0,4500.0,135000.0,14605.0
2022-10-06,860.0,910.0,2350.0,825.0,1395.0,1800.0,6000.0,4490.0,135000.0,14750.0
2022-06-13,860.0,965.0,2350.0,850.0,1400.0,1800.0,6000.0,4290.0,145000.0,14700.0
2022-06-14,865.0,955.0,2350.0,850.0,1400.0,1890.0,6000.0,4150.0,155875.0,14700.0
2022-06-15,815.0,950.0,2300.0,825.0,1400.0,1880.0,6000.0,4000.0,155875.0,14605.0
2022-06-16,865.0,910.0,2330.0,845.0,1395.0,1880.0,6100.0,3900.0,,14700.0
2022-06-17,860.0,910.0,2350.0,850.0,1395.0,1900.0,6100.0,3900.0,,14600.0
2022-06-20,850.0,900.0,2350.0,845.0,1395.0,1895.0,6100.0,3850.0,,14500.0
2022-06-21,850.0,865.0,2350.0,845.0,1395.0,1800.0,6100.0,3800.0,,14600.0
2022-06-22,850.0,900.0,2350.0,845.0,1395.0,1795.0,6100.0,3810.0,155870.0,14495.0
2022-06-23,840.0,885.0,2350.0,825.0,1395.0,1800.0,6100.0,3830.0,155870.0,14600.0
2022-06-24,860.0,875.0,2300.0,845.0,1370.0,1800.0,6100.0,3800.0,150000.0,14495.0
2022-06-27,810.0,890.0,2400.0,850.0,1360.0,1670.0,6100.0,3800.0,150000.0,14495.0
2022-06-28,820.0,880.0,2400.0,830.0,1365.0,1700.0,6100.0,3800.0,,14500.0
2022-06-29,820.0,870.0,2350.0,850.0,1365.0,1700.0,6200.0,3795.0,150000.0,14490.0
2022-06-30,840.0,880.0,2400.0,850.0,1365.0,1665.0,6100.0,3760.0,150000.0,14490.0
2022-01-07,850.0,865.0,2400.0,850.0,1365.0,1645.0,6100.0,3795.0,,14480.0
2022-04-07,850.0,865.0,2400.0,850.0,1300.0,1650.0,6200.0,3800.0,,14300.0
2022-05-07,900.0,850.0,2405.0,850.0,1350.0,1650.0,6100.0,3750.0,,14490.0
2022-06-07,850.0,850.0,2440.0,835.0,1310.0,1650.0,6200.0,3920.0,,14400.0
2022-07-07,900.0,850.0,2365.0,850.0,1350.0,1770.0,6200.0,3810.0,150000.0,14395.0
2022-08-07,900.0,850.0,2400.0,835.0,1340.0,1735.0,6200.0,3900.0,145000.0,14485.0
2022-11-07,895.0,860.0,2400.0,835.0,1340.0,1735.0,6195.0,3850.0,150000.0,14490.0
2022-12-07,895.0,850.0,2400.0,835.0,1340.0,1740.0,6195.0,3810.0,150000.0,14490.0
2022-07-13,860.0,850.0,2295.0,830.0,1345.0,1710.0,6130.0,3850.0,150000.0,14450.0
2022-07-14,880.0,870.0,2400.0,835.0,1340.0,1695.0,6135.0,3850.0,150000.0,14450.0
2022-07-15,895.0,870.0,2295.0,835.0,1340.0,1695.0,6135.0,3790.0,150000.0,14490.0
2022-07-18,895.0,870.0,2295.0,835.0,1325.0,1695.0,6135.0,3780.0,150000.0,14650.0
2022-07-19,880.0,865.0,2295.0,830.0,1340.0,1690.0,6140.0,3755.0,149000.0,14450.0
2022-07-20,850.0,870.0,2295.0,825.0,1350.0,1690.0,6100.0,3750.0,145000.0,14445.0
2022-07-21,895.0,870.0,2300.0,825.0,1350.0,1700.0,6100.0,3755.0,145000.0,14500.0
2022-07-22,895.0,870.0,2230.0,845.0,1350.0,1700.0,6195.0,3750.0,145000.0,14445.0
2022-07-25,895.0,870.0,2230.0,825.0,1350.0,1700.0,6100.0,3750.0,145000.0,14990.0
2022-07-26,850.0,870.0,2305.0,825.0,1350.0,1825.0,6150.0,3750.0,,14900.0
2022-07-27,855.0,855.0,2305.0,830.0,1350.0,1900.0,6110.0,3750.0,145000.0,14895.0
2022-07-28,890.0,870.0,2300.0,830.0,1450.0,2000.0,6110.0,3755.0,145000.0,14895.0
2022-07-29,890.0,850.0,2300.0,830.0,1435.0,2000.0,6110.0,3775.0,134125.0,14890.0
2022-01-08,890.0,850.0,2300.0,840.0,1360.0,2000.0,6110.0,3770.0,135000.0,14600.0
2022-02-08,890.0,835.0,2300.0,835.0,1425.0,1990.0,6110.0,3800.0,135000.0,14600.0
2022-03-08,890.0,830.0,2300.0,825.0,1400.0,1975.0,6200.0,3900.0,135000.0,14700.0
2022-04-08,890.0,850.0,2210.0,840.0,1400.0,1895.0,6200.0,3990.0,135000.0,14795.0
2022-05-08,895.0,830.0,2205.0,840.0,1350.0,1900.0,6150.0,4000.0,135000.0,14800.0
2022-08-08,895.0,830.0,2205.0,840.0,1350.0,1900.0,6150.0,4000.0,135000.0,14800.0
2022-09-08,855.0,845.0,2200.0,840.0,1350.0,1900.0,6100.0,3960.0,135000.0,14800.0
2022-10-08,850.0,840.0,2200.0,835.0,1325.0,1900.0,6100.0,3955.0,135000.0,14875.0
2022-11-08,850.0,840.0,2200.0,825.0,1395.0,1900.0,6090.0,3955.0,,14875.0
2022-12-08,865.0,850.0,2200.0,825.0,1350.0,1900.0,6100.0,3955.0,,14800.0
2022-08-15,865.0,850.0,2200.0,825.0,1350.0,1900.0,6100.0,3955.0,,14800.0
2022-08-16,865.0,845.0,2195.0,810.0,1350.0,1895.0,6000.0,3945.0,,14870.0
2022-08-17,865.0,845.0,2190.0,810.0,1325.0,1890.0,6000.0,3860.0,,14870.0
2022-08-18,895.0,845.0,2190.0,830.0,1260.0,1800.0,6000.0,3895.0,121130.0,14800.0
2022-08-19,850.0,840.0,2150.0,830.0,1300.0,1800.0,6000.0,3900.0,121000.0,14800.0
2022-08-22,875.0,850.0,2195.0,825.0,1300.0,1800.0,6000.0,3895.0,112050.0,14800.0
2022-08-23,895.0,850.0,2145.0,815.0,1300.0,1800.0,6005.0,3845.0,112050.0,14700.0
2022-08-24,890.0,850.0,2145.0,815.0,1300.0,1800.0,6030.0,3800.0,112050.0,14790.0
2022-08-25,850.0,840.0,2000.0,810.0,1300.0,1800.0,6030.0,3820.0,112200.0,14790.0
2022-08-26,850.0,845.0,2135.0,810.0,1300.0,1790.0,6030.0,3810.0,112005.0,14785.0
2022-08-29,850.0,840.0,2200.0,810.0,1300.0,1775.0,6005.0,3810.0,103605.0,14800.0
2022-08-30,830.0,850.0,2245.0,750.0,1280.0,1780.0,6030.0,3810.0,100000.0,14795.0
2022-08-31,850.0,850.0,2245.0,750.0,,1895.0,6030.0,3810.0,107500.0,14795.0
2022-01-09,820.0,845.0,2150.0,800.0,1300.0,1760.0,6100.0,3800.0,100000.0,14790.0
2022-02-09,840.0,850.0,2140.0,750.0,1300.0,1760.0,6100.0,3795.0,107500.0,14785.0
2022-05-09,875.0,870.0,2150.0,780.0,1295.0,1760.0,6020.0,3800.0,107500.0,14750.0
2022-06-09,875.0,870.0,2235.0,755.0,1275.0,1870.0,6100.0,3795.0,115560.0,14700.0
2022-07-09,890.0,900.0,2140.0,755.0,1215.0,1870.0,6100.0,3790.0,124200.0,14610.0
2022-08-09,885.0,860.0,2200.0,780.0,1205.0,1765.0,6110.0,3770.0,115500.0,14700.0
2022-09-09,895.0,895.0,2135.0,770.0,1210.0,1770.0,6100.0,3770.0,115560.0,14610.0
2022-12-09,895.0,895.0,2175.0,730.0,1210.0,1770.0,6100.0,3800.0,115560.0,14500.0
2022-09-13,890.0,895.0,2200.0,730.0,1215.0,1850.0,6200.0,3795.0,120000.0,14500.0
2022-09-14,880.0,870.0,2200.0,680.0,1215.0,1845.0,6200.0,3800.0,120000.0,14600.0
2022-09-15,885.0,900.0,2250.0,730.0,1225.0,1765.0,6195.0,3800.0,120000.0,14600.0
2022-09-16,885.0,895.0,2245.0,770.0,1250.0,1845.0,6655.0,3960.0,120000.0,14620.0
2022-09-19,885.0,880.0,2245.0,750.0,1250.0,1840.0,6300.0,4000.0,120000.0,14800.0
2022-09-20,885.0,860.0,2250.0,750.0,1250.0,1845.0,6110.0,4000.0,120000.0,14755.0
2022-09-21,885.0,860.0,2245.0,695.0,1250.0,1845.0,6095.0,4000.0,119500.0,14755.0
2022-09-22,885.0,895.0,2245.0,745.0,1250.0,1845.0,6095.0,3995.0,119500.0,14750.0
2022-09-23,885.0,830.0,2245.0,800.0,1250.0,1845.0,6095.0,3995.0,119000.0,14750.0
2022-09-26,885.0,845.0,2245.0,850.0,1250.0,1845.0,6050.0,3995.0,119000.0,14750.0
2022-09-27,870.0,890.0,2245.0,910.0,1250.0,1735.0,6070.0,3950.0,112000.0,14600.0
2022-09-28,830.0,850.0,2245.0,975.0,1250.0,1835.0,6070.0,4000.0,112000.0,14600.0
2022-09-29,880.0,850.0,2240.0,910.0,1220.0,1815.0,6050.0,4100.0,112000.0,14595.0
2022-09-30,875.0,850.0,2200.0,845.0,1220.0,1815.0,5900.0,4075.0,106755.0,14500.0
2022-03-10,875.0,830.0,2045.0,840.0,1220.0,1810.0,5900.0,3850.0,106755.0,14500.0
2022-04-10,865.0,830.0,2010.0,835.0,1205.0,1800.0,5900.0,3850.0,105150.0,14750.0
2022-05-10,825.0,850.0,2000.0,895.0,1215.0,1750.0,5800.0,3800.0,103050.0,14510.0
2022-06-10,825.0,825.0,2100.0,895.0,1210.0,1780.0,6000.0,3790.0,103050.0,14700.0
2022-07-10,870.0,850.0,2200.0,895.0,1210.0,1780.0,5880.0,3750.0,105000.0,14750.0
2022-10-10,830.0,805.0,2145.0,895.0,1200.0,1685.0,5800.0,3670.0,105000.0,14700.0
2022-11-10,870.0,855.0,2010.0,950.0,1200.0,1685.0,5805.0,3550.0,,14700.0
2022-12-10,860.0,895.0,2025.0,930.0,1205.0,1560.0,5750.0,3590.0,100150.0,14600.0
2022-10-13,840.0,960.0,2000.0,865.0,1205.0,1500.0,5750.0,3565.0,100150.0,14500.0
2022-10-14,860.0,950.0,2100.0,865.0,1205.0,1600.0,5700.0,3590.0,,14450.0
2022-10-17,850.0,925.0,2060.0,860.0,1190.0,1600.0,5510.0,3650.0,105005.0,14680.0
2022-10-18,865.0,900.0,2145.0,840.0,1185.0,1490.0,5540.0,3605.0,105005.0,14600.0
2022-10-19,890.0,900.0,2145.0,840.0,1185.0,1590.0,5540.0,3700.0,100000.0,14500.0
2022-10-20,880.0,965.0,2145.0,845.0,1100.0,1575.0,5600.0,3740.0,100000.0,14450.0
2022-10-21,865.0,960.0,2145.0,860.0,1150.0,1500.0,5605.0,3790.0,,14440.0
2022-10-24,875.0,890.0,2100.0,820.0,1165.0,1500.0,5610.0,3795.0,,14440.0
2022-10-25,880.0,895.0,2145.0,860.0,1165.0,1585.0,5745.0,3785.0,,14400.0
2022-10-26,880.0,895.0,2145.0,800.0,1150.0,1685.0,6100.0,3770.0,107500.0,14400.0
2022-10-27,865.0,925.0,2145.0,860.0,1190.0,1605.0,5900.0,3770.0,115500.0,14400.0
2022-10-28,875.0,925.0,2145.0,800.0,1160.0,1715.0,6095.0,3740.0,115500.0,14400.0
2022-10-31,875.0,925.0,2145.0,800.0,,1715.0,6095.0,3740.0,,14400.0
2022-01-11,870.0,,2150.0,,1100.0,1720.0,6010.0,3740.0,,14400.0
2022-02-11,850.0,920.0,2195.0,840.0,1030.0,1700.0,6010.0,3600.0,114995.0,14985.0
2022-03-11,850.0,920.0,2200.0,860.0,1090.0,1695.0,6100.0,3600.0,114995.0,14795.0
2022-04-11,850.0,910.0,2195.0,800.0,1095.0,1600.0,6005.0,3500.0,106400.0,14800.0
2022-07-11,820.0,905.0,2150.0,800.0,1095.0,1695.0,5910.0,3550.0,98420.0,14800.0
2022-08-11,840.0,910.0,2180.0,800.0,1045.0,1650.0,6000.0,3550.0,91050.0,14500.0
2022-09-11,820.0,910.0,2140.0,800.0,1020.0,1600.0,6000.0,3550.0,84225.0,14400.0
2022-10-11,800.0,910.0,2140.0,800.0,1000.0,1590.0,6000.0,3545.0,85000.0,14400.0
2022-11-11,800.0,915.0,2140.0,795.0,1000.0,1590.0,5995.0,3545.0,86000.0,14500.0
2022-11-14,800.0,920.0,2100.0,800.0,1010.0,1590.0,5995.0,3410.0,80000.0,14500.0
2022-11-15,800.0,920.0,2100.0,800.0,1010.0,,5995.0,3410.0,80000.0,14500.0
2022-11-16,800.0,920.0,2060.0,860.0,990.0,1545.0,5985.0,3505.0,84225.0,14500.0
2022-11-17,820.0,920.0,2100.0,860.0,1000.0,1545.0,6000.0,3545.0,84220.0,14500.0
2022-11-18,820.0,925.0,2140.0,860.0,950.0,1545.0,5990.0,3500.0,84220.0,14495.0
2022-11-21,830.0,925.0,2140.0,860.0,950.0,1535.0,5900.0,3400.0,90000.0,14400.0
2022-11-22,780.0,925.0,2140.0,860.0,1005.0,1500.0,5900.0,3340.0,90000.0,14400.0
2022-11-23,780.0,925.0,2050.0,800.0,1000.0,1400.0,6000.0,3335.0,90000.0,14300.0
2022-11-24,780.0,960.0,2100.0,800.0,950.0,1395.0,6000.0,3240.0,88000.0,14350.0
2022-11-25,770.0,950.0,2100.0,785.0,1000.0,1395.0,5950.0,3205.0,84000.0,14790.0
2022-11-28,770.0,925.0,2000.0,785.0,950.0,1295.0,6000.0,3260.0,88000.0,14800.0
2022-11-29,780.0,925.0,2050.0,745.0,1000.0,1250.0,5900.0,3250.0,88000.0,14695.0
2022-11-30,780.0,925.0,2050.0,745.0,1000.0,1250.0,5900.0,3250.0,88000.0,14695.0
2022-01-12,780.0,925.0,2050.0,745.0,1000.0,1250.0,5900.0,3250.0,88000.0,14695.0
2022-02-12,710.0,925.0,1715.0,700.0,835.0,1200.0,5700.0,3300.0,85000.0,14700.0
2022-05-12,700.0,930.0,1800.0,700.0,800.0,1240.0,5950.0,3210.0,90000.0,14650.0
2022-06-12,700.0,915.0,1800.0,750.0,800.0,1300.0,5900.0,3300.0,90000.0,14645.0
2022-07-12,675.0,920.0,1850.0,750.0,785.0,1245.0,5880.0,3225.0,89000.0,14650.0
2022-08-12,675.0,925.0,1940.0,740.0,785.0,1205.0,5875.0,3225.0,89000.0,14600.0
2022-09-12,725.0,925.0,1940.0,740.0,800.0,1295.0,5865.0,3350.0,90000.0,14600.0
2022-12-12,730.0,930.0,1940.0,730.0,800.0,1390.0,5750.0,3350.0,84000.0,14500.0
2022-12-13,765.0,915.0,1935.0,720.0,860.0,1490.0,5750.0,3350.0,84000.0,14490.0
2022-12-14,770.0,920.0,1940.0,700.0,800.0,1485.0,5740.0,3345.0,,14300.0
2022-12-15,760.0,950.0,1930.0,700.0,790.0,1490.0,5740.0,3595.0,,14600.0
2022-12-16,760.0,915.0,1935.0,695.0,790.0,1490.0,5740.0,3590.0,,14600.0
2022-12-19,760.0,915.0,1940.0,690.0,790.0,1480.0,5750.0,3500.0,86000.0,14600.0
2022-12-20,760.0,925.0,2000.0,650.0,750.0,1470.0,5720.0,3485.0,86000.0,14600.0
2022-12-21,755.0,930.0,2000.0,650.0,790.0,1450.0,5720.0,3450.0,90000.0,14800.0
2022-12-22,800.0,930.0,2000.0,695.0,750.0,1440.0,5720.0,3380.0,90000.0,15395.0
2022-12-23,795.0,930.0,2000.0,695.0,750.0,1470.0,5750.0,3440.0,83250.0,15600.0
2022-12-26,795.0,930.0,2000.0,695.0,750.0,1470.0,5750.0,3440.0,83250.0,15600.0
2022-12-27,790.0,930.0,1995.0,715.0,790.0,1465.0,6000.0,3430.0,83250.0,15500.0
2022-12-28,780.0,930.0,1980.0,715.0,750.0,1400.0,5950.0,3265.0,,15450.0
2022-12-29,775.0,930.0,1995.0,675.0,720.0,1390.0,6000.0,3300.0,,15450.0
2022-12-30,750.0,930.0,1990.0,675.0,770.0,1395.0,5950.0,3200.0,83250.0,15200.0
2021-04-01,615.0,375.0,1450.0,,1050.0,1540.0,3695.0,2865.0,,13000.0
2021-05-01,615.0,360.0,1385.0,185.0,1050.0,,3600.0,2845.0,,13250.0
2021-06-01,640.0,360.0,1375.0,185.0,1045.0,1515.0,3660.0,2835.0,,12500.0
